,order_id,order_number,posting_number,status,delivery_method_id,delivery_method_name,delivery_method_warehouse_id,delivery_method_warehouse,delivery_method_tpl_provider_id,delivery_method_tpl_provider,addressee,upper_barcode,lower_barcode,cancel_reason_id,in_process_at,products_0_sku,products_0_name,products_0_quantity,products_0_offer_id,products_0_price,analytics_data_region,analytics_data_city,analytics_data_delivery_type,analytics_data_is_premium,analytics_data_payment_type_group_name,analytics_data_warehouse_id,analytics_data_is_legal,commission_amount,commission_percent,payout,product_id,old_price,price,total_discount_value,total_discount_percent,actions,picking,quantity,client_price,item_services_marketplace_service_item_fulfillment,item_services_marketplace_service_item_pickup,item_services_marketplace_service_item_dropoff_pvz,item_services_marketplace_service_item_dropoff_sc,item_services_marketplace_service_item_dropoff_ff,item_services_marketplace_service_item_direct_flow_trans,item_services_marketplace_service_item_return_flow_trans,item_services_marketplace_service_item_deliv_to_customer,item_services_marketplace_service_item_return_not_deliv_to_customer,item_services_marketplace_service_item_return_part_goods_customer,item_services_marketplace_service_item_return_after_deliv_to_customer,user_id,date_load
788,20296703872,34557728-0386,34557728-0386-1,awaiting_deliver,0,0,0,0,0,0,0,0,0,0,2023-05-26T09:31:09Z,581052390,"Real Caps, Витамин D3, холекальциферол, 1000 МЕ, 570 мг, 90 капсул",1,a1003882,257.000000,Челябинская Область,Челябинск,PVZ,False,Ozon Карта,0,False,0.0,0,0.0,581052390,1329.0,257.0,1072,80.66,"['Системная виртуальная скидка селлера', 'Еженедельная акция', 'Хиты. О!Распродажа', 'Бонус при повторном закупе']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
789,20257144957,94139229-0022,94139229-0022-1,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T09:35:31Z,523525453,"Real Caps, Витамин D3, холекальциферол, 600 ME, 410 мг, 120 капсул",1,a0001206,193.000000,Кировская Область,Киров,PVZ,True,Ozon Карта,0,False,0.0,0,0.0,523525453,829.0,193.0,636,76.72,"['Бонус при повторном закупе', 'Системная виртуальная скидка селлера', 'Еженедельная акция', 'Хиты. О!Распродажа']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
790,20258603036,50523100-0030,50523100-0030-1,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T09:40:56Z,480310087,"Цинк хелат Zn 25 мг №30 капулы массой 326мг, Real Caps ",1,a1003169,205.000000,Оренбургская Область,Оренбург,PVZ,False,Картой онлайн,0,False,0.0,0,0.0,480310087,819.0,205.0,614,74.97,"['Системная виртуальная скидка селлера', 'Еженедельная акция', 'Хиты. О!Распродажа', 'Бонус при повторном закупе']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
791,20265352500,52963780-0098,52963780-0098-1,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T10:11:39Z,528091694,ШУНГИТ 500 гр  Очистка воды камнями Фильтр Энергетик Активатор воды Природный целитель,1,a7991,135.000000,Башкортостан Республика,Октябрьский,PVZ,False,Ozon Карта,0,False,0.0,0,0.0,528091694,929.0,135.0,794,85.47,"['Системная виртуальная скидка селлера', 'Хиты. О!Распродажа', 'Бонус при повторном закупе']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
792,20242493129,48761913-0077,48761913-0077-2,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T10:54:42Z,527965273,"Real Caps Расторопши масло, первый холодный отжим, 90 капсул, 1360 мг, ",1,a0000152,200.000000,Вологодская Область,Череповец,PVZ,False,Картой онлайн,0,False,0.0,0,0.0,527965273,1329.0,200.0,1129,84.95,"['Системная виртуальная скидка селлера', 'Хиты. О!Распродажа', 'Бонус при повторном закупе']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
793,20230863427,16788835-0082,16788835-0082-1,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T10:59:39Z,524494248,"Real Caps Масло расторопши  первый холодный отжим, 200  капсул массой 300мг  ",1,а1003850,84.000000,Самарская Область,Самара,PVZ,False,Ozon Карта,0,False,0.0,0,0.0,524494248,629.0,84.0,545,86.65,"['Бонус при повторном закупе', 'Системная виртуальная скидка селлера', 'Хиты. О!Распродажа']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
794,20304990454,51864006-0018,51864006-0018-2,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T12:23:33Z,480310087,"Цинк хелат Zn 25 мг №30 капулы массой 326мг, Real Caps ",1,a1003169,205.000000,Башкортостан Республика,Уфа,PVZ,False,Картой онлайн,0,False,0.0,0,0.0,480310087,819.0,205.0,614,74.97,"['Системная виртуальная скидка селлера', 'Еженедельная акция', 'Хиты. О!Распродажа', 'Бонус при повторном закупе']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
795,20259612058,63154186-0047,63154186-0047-1,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T15:22:58Z,528091694,ШУНГИТ 500 гр  Очистка воды камнями Фильтр Энергетик Активатор воды Природный целитель,1,a7991,135.000000,Самарская Область,Сызрань,PVZ,False,Ozon Карта,0,False,0.0,0,0.0,528091694,929.0,135.0,794,85.47,"['Системная виртуальная скидка селлера', 'Хиты. О!Распродажа', 'Бонус при повторном закупе']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
796,20269640711,84746951-0204,84746951-0204-1,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T16:15:59Z,521829167,"Real Caps, Лютеин, 60 капсул",1,0000150_2,299.000000,Кемеровская область - Кузбасс,Новокузнецк,PVZ,True,Ozon Карта,0,False,0.0,0,0.0,521829167,1399.0,299.0,1100,78.63,"['Хиты. О!Распродажа', 'Бонус при повторном закупе', 'Системная виртуальная скидка селлера']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
797,20271936827,62995115-0057,62995115-0057-2,delivering,0,0,0,0,0,0,0,0,0,0,2023-05-26T16:26:57Z,480178414,"Real Caps Рыбий жир для детей КУСАЛОЧКА, жевательные капсулы 500 мг, №60",1,a1002990,428.000000,Новосибирская Область,Новосибирск,PVZ,False,Ozon Карта,0,False,0.0,0,0.0,480178414,1350.0,428.0,922,68.3,"['Системная виртуальная скидка селлера', 'Еженедельная акция', 'Бонус при повторном закупе']",,1,,0,0,0,0.0,0,0,0,0.0,0,0,0,1008,2023-05-31
